rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		20							",https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,121921,1,4,180,90,180,2012,8.01994,7.84297,17508,//cf.geekdo-images.com/images/pic3165731.jpg,14,Action / Movement Programming* Co-operative Play* Dice Rolling* Modular Board* Simultaneous Action Selection* Tile Placement* Variable Player Powers* Worker Placement,26139,Adventure* Exploration* Fighting* Novel-based,3.6882
"		23							",https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,205059,1,5,180,120,180,2016,8.34513,7.83646,5614,//cf.geekdo-images.com/images/pic3118622.jpg,14,Area Movement* Co-operative Play* Dice Rolling* Hand Management* Modular Board* Partnerships* Pick-up and Deliver* Role Playing* Variable Player Powers,10074,Adventure* Exploration* Fantasy* Fighting* Horror* Miniatures* Murder/Mystery* Puzzle,2.646
"		22							",https://boardgamegeek.com/boardgame/124742/android-netrunner,124742,2,2,45,45,45,2012,8.01309,7.83473,20016,//cf.geekdo-images.com/images/pic1324609.jpg,14,Action Point Allowance System* Hand Management* Secret Unit Deployment* Variable Player Powers,31513,Bluffing* Card Game* Collectible Components* Science Fiction,3.3425
"		24							",https://boardgamegeek.com/boardgame/178900/codenames,178900,2,8,15,15,15,2015,7.91937,7.81776,28393,//cf.geekdo-images.com/images/pic2582929.jpg,14,Memory* Partnerships* Pattern Recognition* Press Your Luck,45443,Card Game* Deduction* Party Game* Spies/Secret Agents* Word Game,1.3749
"		25							",https://boardgamegeek.com/boardgame/35677/le-havre,35677,1,5,150,30,150,2008,7.93319,7.81368,18785,//cf.geekdo-images.com/images/pic447994.jpg,12,Worker Placement,19577,City Building* Economic* Industry / Manufacturing* Nautical,3.7597
"		26							",https://boardgamegeek.com/boardgame/28720/brass,28720,2,4,180,120,180,2007,8.00659,7.81114,10552,//cf.geekdo-images.com/images/pic3469216.jpg,13,Hand Management* Route/Network Building,10982,Economic* Industry / Manufacturing* Transportation,3.8748
"		27							",https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,209010,2,4,90,60,90,2016,8.41385,7.80797,4175,//cf.geekdo-images.com/images/pic3184103.jpg,14,Action / Movement Programming* Card Drafting* Co-operative Play* Dice Rolling* Modular Board* Variable Player Powers,7513,Fantasy* Fighting* Miniatures* Video Game Theme,2.4598
"		28							",https://boardgamegeek.com/boardgame/146508/time-stories,146508,2,4,90,90,90,2015,8.07238,7.80209,9588,//cf.geekdo-images.com/images/pic2617634.png,12,Co-operative Play* Dice Rolling* Role Playing* Storytelling* Time Track* Variable Player Powers* Voting,15795,Adventure* Mature / Adult* Medieval* Science Fiction,2.6727
"		30							",https://boardgamegeek.com/boardgame/175914/food-chain-magnate,175914,2,5,240,120,240,2015,8.27859,7.7987,4701,//cf.geekdo-images.com/images/pic2649434.png,14,Modular Board* Route/Network Building* Simultaneous Action Selection,6258,Economic* Industry / Manufacturing,4.1855
"		29							",https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,126163,2,4,90,90,90,2012,7.94485,7.798,17462,//cf.geekdo-images.com/images/pic1413480.jpg,13,Set Collection* Worker Placement,19779,Ancient* Civilization* Economic* Farming* Mythology,3.6121
"		31							",https://boardgamegeek.com/boardgame/164928/orleans,164928,2,4,90,90,90,2014,8.07061,7.78998,7941,//cf.geekdo-images.com/images/pic2578828.png,12,Deck / Pool Building* Point to Point Movement,9793,Medieval* Religious* Travel,3.1067
"		32							",https://boardgamegeek.com/boardgame/122515/keyflower,122515,2,6,120,90,120,2012,7.94631,7.75776,11448,//cf.geekdo-images.com/images/pic2278942.jpg,12,Auction/Bidding* Memory* Modular Board* Pick-up and Deliver* Route/Network Building* Set Collection* Tile Placement* Worker Placement,14032,City Building* Economic* Nautical* Renaissance* Territory Building,3.3373
"		33							",https://boardgamegeek.com/boardgame/68448/7-wonders,68448,2,7,30,30,30,2010,7.83965,7.75365,50815,//cf.geekdo-images.com/images/pic860217.jpg,10,Card Drafting* Hand Management* Set Collection* Simultaneous Action Selection* Variable Player Powers,65099,Ancient* Card Game* City Building* Civilization,2.3439
"		34							",https://boardgamegeek.com/boardgame/124361/concordia,124361,2,5,100,100,100,2013,7.97443,7.74863,9666,//cf.geekdo-images.com/images/pic3453267.jpg,13,Card Drafting* Deck / Pool Building* Hand Management* Point to Point Movement,10432,Ancient* Economic* Nautical,3.1457
"		42							",https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game,205637,1,2,120,60,120,2016,8.42524,7.7373,4175,//cf.geekdo-images.com/images/pic3122349.jpg,14,Co-operative Play* Deck / Pool Building* Hand Management* Role Playing* Variable Player Powers,9473,Adventure* Card Game* Collectible Components* Fantasy* Horror* Novel-based,3.0252
"		39							",https://boardgamegeek.com/boardgame/193738/great-western-trail,193738,2,4,150,75,150,2016,8.27272,7.736,3995,//cf.geekdo-images.com/images/pic3113247.jpg,12,Deck / Pool Building* Hand Management* Point to Point Movement* Tile Placement,5380,American West,3.7341
"		35							",https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,171623,2,4,100,40,100,2015,7.99902,7.73427,8742,//cf.geekdo-images.com/images/pic2461346.png,12,Card Drafting* Dice Rolling* Point to Point Movement* Set Collection* Variable Player Powers* Worker Placement,9954,Dice* Economic* Medieval* Travel,3.1784
"		36							",https://boardgamegeek.com/boardgame/18602/caylus,18602,2,5,150,60,150,2005,7.86292,7.73082,21662,//cf.geekdo-images.com/images/pic1638795.jpg,12,Worker Placement,21726,City Building* Economic* Medieval,3.8218
"		38							",https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition,183394,1,6,90,90,90,2015,8.19812,7.72701,4617,//cf.geekdo-images.com/images/pic2649952.jpg,13,Hand Management* Variable Phase Order* Worker Placement,7245,Economic* Farming,2.951
"		37							",https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game,150376,2,5,210,45,210,2014,7.8751,7.72215,22200,//cf.geekdo-images.com/images/pic3016500.jpg,14,Action Point Allowance System* Area Movement* Co-operative Play* Dice Rolling* Hand Management* Storytelling* Variable Player Powers* Voting,31071,Bluffing* Horror* Zombies,2.999
"		40							",https://boardgamegeek.com/boardgame/146021/eldritch-horror,146021,1,8,240,120,240,2013,7.94454,7.71107,15723,//cf.geekdo-images.com/images/pic1872452.jpg,14,Co-operative Play* Dice Rolling* Point to Point Movement* Variable Player Powers,23928,Adventure* Fantasy* Fighting* Horror* Novel-based,3.3091
"		41							",https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,12493,3,6,300,180,300,2005,7.9248,7.70896,14824,//cf.geekdo-images.com/images/pic50404.jpg,12,Action Point Allowance System* Area-Impulse* Dice Rolling* Hex-and-Counter* Modular Board* Trading* Variable Phase Order* Variable Player Powers* Voting,17096,Civilization* Negotiation* Political* Science Fiction* Space Exploration* Wargame,4.2241
"		44							",https://boardgamegeek.com/boardgame/163412/patchwork,163412,2,2,30,15,30,2014,7.83699,7.69585,17458,//cf.geekdo-images.com/images/pic2270442.jpg,8,Tile Placement* Time Track,26175,Abstract Strategy* Puzzle,1.7152
"		43							",https://boardgamegeek.com/boardgame/62219/dominant-species,62219,2,6,240,120,240,2010,7.86841,7.69417,12772,//cf.geekdo-images.com/images/pic784193.jpg,14,Area Control / Area Influence* Card Drafting* Grid Movement* Modular Board* Tile Placement* Variable Player Powers* Worker Placement,13610,Animals* Environmental* Prehistoric,4.0285
"		45							",https://boardgamegeek.com/boardgame/132531/roll-galaxy,132531,2,5,45,45,45,2014,7.85525,7.68615,13670,//cf.geekdo-images.com/images/pic1473629.jpg,13,Deck / Pool Building* Dice Rolling* Simultaneous Action Selection* Variable Phase Order* Variable Player Powers* Worker Placement,17944,Civilization* Dice* Economic* Science Fiction* Space Exploration,2.7594
"		47							",https://boardgamegeek.com/boardgame/110327/lords-waterdeep,110327,2,5,120,60,120,2012,7.79741,7.6844,28397,//cf.geekdo-images.com/images/pic1116080.jpg,12,Set Collection* Take That* Worker Placement,34616,City Building* Fantasy,2.5055
"		46							",https://boardgamegeek.com/boardgame/28143/race-galaxy,28143,2,4,60,30,60,2007,7.7706,7.68333,33895,//cf.geekdo-images.com/images/pic236327.jpg,12,Hand Management* Simultaneous Action Selection* Variable Phase Order* Variable Player Powers,40402,Card Game* Civilization* Economic* Science Fiction* Space Exploration,2.9706
"		48							",https://boardgamegeek.com/boardgame/157354/five-tribes,157354,1,4,80,40,80,2014,7.83331,7.68092,16691,//cf.geekdo-images.com/images/pic2055255.jpg,13,Area Control / Area Influence* Auction/Bidding* Modular Board* Set Collection* Variable Phase Order,22260,Arabian* Fantasy* Mythology,2.8927
"		49							",https://boardgamegeek.com/boardgame/93/el-grande,93,2,5,120,60,120,1995,7.80684,7.68041,18265,//cf.geekdo-images.com/images/pic180538.jpg,12,Area Control / Area Influence* Area Movement* Auction/Bidding* Card Drafting* Hand Management* Memory* Simultaneous Action Selection,17670,Renaissance,3.0875
"		52							",https://boardgamegeek.com/boardgame/177736/feast-odin,177736,1,4,120,30,120,2016,8.33925,7.6751,3329,//cf.geekdo-images.com/images/pic3146943.png,12,Area Enclosure* Dice Rolling* Pattern Building* Press Your Luck* Tile Placement* Worker Placement,4631,Economic* Industry / Manufacturing* Medieval* Puzzle,3.8156
"		50							",https://boardgamegeek.com/boardgame/40834/dominion-intrigue,40834,2,4,30,30,30,2009,7.79613,7.67458,22929,//cf.geekdo-images.com/images/pic460011.jpg,13,Card Drafting* Deck / Pool Building* Hand Management,32242,Card Game* Medieval,2.4443
"		51							",https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,103885,2,4,45,30,45,2012,7.88367,7.67247,16478,//cf.geekdo-images.com/images/pic1603292.jpg,14,Action / Movement Programming* Dice Rolling* Player Elimination* Simultaneous Action Selection* Variable Player Powers,28279,Aviation / Flight* Bluffing* Collectible Components* Miniatures* Movies / TV / Radio theme* Science Fiction* Wargame,2.469
"		53							",https://boardgamegeek.com/boardgame/37111/battlestar-galactica,37111,3,6,300,120,300,2008,7.77709,7.64328,25139,//cf.geekdo-images.com/images/pic354500.jpg,10,Area Movement* Co-operative Play* Dice Rolling* Hand Management* Partnerships* Role Playing* Variable Player Powers,27864,Bluffing* Deduction* Movies / TV / Radio theme* Political* Science Fiction* Space Exploration* Spies/Secret Agents,3.2283
"		54							",https://boardgamegeek.com/boardgame/159675/fields-arle,159675,1,2,120,60,120,2014,8.22139,7.62382,3365,//cf.geekdo-images.com/images/pic2225968.png,13,Worker Placement,5747,Economic* Farming* Industry / Manufacturing,3.9064
"		55							",https://boardgamegeek.com/boardgame/36218/dominion,36218,2,4,30,30,30,2008,7.70298,7.61028,55245,//cf.geekdo-images.com/images/pic394356.jpg,13,Card Drafting* Deck / Pool Building* Hand Management,71024,Card Game* Medieval,2.3761
"		56							",https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective,2511,1,8,120,60,120,1981,7.85124,7.60704,8865,//cf.geekdo-images.com/images/pic3477809.jpg,10,Co-operative Play* Storytelling,17856,Deduction* Murder/Mystery* Novel-based* Post-Napoleonic* Spies/Secret Agents,2.7729
"		57							",https://boardgamegeek.com/boardgame/42/tigris-euphrates,42,2,4,90,90,90,1997,7.72562,7.59881,20042,//cf.geekdo-images.com/images/pic2338267.jpg,12,Area Control / Area Influence* Hand Management* Set Collection* Tile Placement,21798,Abstract Strategy* Ancient* Civilization* Territory Building,3.531
"		58							",https://boardgamegeek.com/boardgame/102680/trajan,102680,2,4,90,90,90,2011,7.8198,7.59841,9451,//cf.geekdo-images.com/images/pic1054375.jpg,12,Area Movement* Card Drafting* Hand Management* Set Collection,11153,Ancient* Political,3.6718
"		59							",https://boardgamegeek.com/boardgame/144733/russian-railroads,144733,2,4,120,90,120,2013,7.83069,7.59728,8664,//cf.geekdo-images.com/images/pic1772936.jpg,12,Worker Placement,9573,Industry / Manufacturing* Trains,3.4079
"		60							",https://boardgamegeek.com/boardgame/30549/pandemic,30549,2,4,45,45,45,2008,7.67368,7.58478,61298,//cf.geekdo-images.com/images/pic1534148.jpg,8,Action Point Allowance System* Co-operative Play* Hand Management* Point to Point Movement* Set Collection* Trading* Variable Player Powers,87234,Medical,2.431
"		62							",https://boardgamegeek.com/boardgame/172386/mombasa,172386,2,4,150,75,150,2015,8.01376,7.57952,4628,//cf.geekdo-images.com/images/pic2611318.jpg,12,Action / Movement Programming* Area Control / Area Influence* Card Drafting* Deck / Pool Building* Hand Management* Simultaneous Action Selection* Stock Holding* Variable Player Powers* Worker Placement,6442,Economic,3.8571
"		61							",https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,155426,1,4,90,90,90,2014,7.74613,7.57804,12780,//cf.geekdo-images.com/images/pic1961827.jpg,13,Card Drafting* Pattern Building* Set Collection* Tile Placement,17392,Post-Napoleonic,2.6568
"		63							",https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,104162,2,5,120,120,120,2012,7.79812,7.57379,14243,//cf.geekdo-images.com/images/pic1180640.jpg,14,Action Point Allowance System* Dice Rolling* Grid Movement* Hand Management* Modular Board* Partnerships* Variable Player Powers,22778,Adventure* Exploration* Fantasy* Fighting* Miniatures,3.1927
"		64							",https://boardgamegeek.com/boardgame/521/crokinole,521,2,4,30,30,30,1876,7.80764,7.57374,7560,//cf.geekdo-images.com/images/pic79413.jpg,8,Partnerships,5365,Action / Dexterity,1.2888
"		65							",https://boardgamegeek.com/boardgame/73439/troyes,73439,1,4,90,90,90,2010,7.75246,7.57137,10976,//cf.geekdo-images.com/images/pic750583.jpg,12,Area Control / Area Influence* Dice Rolling* Worker Placement,11550,Dice* Economic* Medieval,3.4664
"		66							",https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,9609,2,4,180,180,180,2004,7.81718,7.56378,8905,//cf.geekdo-images.com/images/pic725882.jpg,12,Action Point Allowance System* Area Control / Area Influence* Area Movement* Campaign / Battle Card Driven* Dice Rolling* Hand Management,11353,Adventure* Dice* Fantasy* Novel-based* Territory Building* Wargame,3.839
"		67							",https://boardgamegeek.com/boardgame/128882/resistance-avalon,128882,5,10,30,30,30,2012,7.72475,7.55576,15535,//cf.geekdo-images.com/images/pic1398895.jpg,13,Memory* Partnerships* Simultaneous Action Selection* Variable Player Powers* Voting,21981,Bluffing* Card Game* Deduction* Fantasy* Medieval* Negotiation* Party Game,1.779
"		68							",https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,103343,3,6,240,120,240,2011,7.7434,7.54553,17379,//cf.geekdo-images.com/images/pic1077906.jpg,14,Area Control / Area Influence* Area Movement* Auction/Bidding* Hand Management* Player Elimination* Simultaneous Action Selection* Variable Player Powers,22543,Bluffing* Fantasy* Negotiation* Novel-based* Political* Wargame,3.6391
"		69							",https://boardgamegeek.com/boardgame/155068/arcadia-quest,155068,2,4,60,60,60,2014,8.01358,7.54269,4716,//cf.geekdo-images.com/images/pic2305263.jpg,13,Dice Rolling* Grid Movement* Modular Board* Variable Player Powers,7968,Adventure* Fantasy* Fighting* Miniatures,2.555
"		73							",https://boardgamegeek.com/boardgame/194655/santorini,194655,2,4,20,20,20,2017,8.16369,7.54023,3589,//cf.geekdo-images.com/images/pic3283110.png,8,Grid Movement* Tile Placement* Variable Player Powers,7066,Abstract Strategy* Ancient* Mythology,1.8202
"		70							",https://boardgamegeek.com/boardgame/34635/stone-age,34635,2,4,90,60,90,2008,7.63323,7.53888,30004,//cf.geekdo-images.com/images/pic1632539.jpg,10,Dice Rolling* Set Collection* Worker Placement,31319,Dice* Prehistoric,2.5051
"		72							",https://boardgamegeek.com/boardgame/127023/kemet,127023,2,5,120,90,120,2012,7.77458,7.53517,9013,//cf.geekdo-images.com/images/pic1431241.jpg,13,Action Point Allowance System* Area Control / Area Influence* Area Movement* Campaign / Battle Card Driven* Card Drafting,11096,Ancient* Fighting* Miniatures* Mythology,2.979
"		71							",https://boardgamegeek.com/boardgame/161970/alchemists,161970,2,4,120,120,120,2014,7.7725,7.53486,9523,//cf.geekdo-images.com/images/pic2241156.png,13,Action Point Allowance System* Card Drafting* Hand Management* Worker Placement,12846,Deduction* Fantasy,3.7851
"		74							",https://boardgamegeek.com/boardgame/70149/ora-et-labora,70149,1,4,180,60,180,2011,7.78769,7.52924,7438,//cf.geekdo-images.com/images/pic1165426.jpg,13,Modular Board* Pattern Building* Set Collection* Tile Placement* Worker Placement,9254,City Building* Economic* Industry / Manufacturing* Medieval* Religious* Territory Building,3.8891
"		75							",https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,146652,1,5,45,45,45,2014,7.87509,7.52599,6221,//cf.geekdo-images.com/images/pic2225180.jpg,17,Card Drafting* Co-operative Play* Deck / Pool Building* Player Elimination* Variable Player Powers,9393,Card Game* Horror* Movies / TV / Radio theme* Science Fiction,2.7068
"		76							",https://boardgamegeek.com/boardgame/125153/gallerist,125153,1,4,150,60,150,2015,8.06706,7.52164,3510,//cf.geekdo-images.com/images/pic2503200.png,13,Commodity Speculation* Set Collection* Worker Placement,5530,Economic,4.2626
"		77							",https://boardgamegeek.com/boardgame/126042/nations,126042,1,5,200,40,200,2013,7.76503,7.51621,7988,//cf.geekdo-images.com/images/pic1591406.png,14,Card Drafting* Variable Player Powers,8937,Card Game* Civilization* Economic,3.5322
"		78							",https://boardgamegeek.com/boardgame/123260/suburbia,123260,1,4,90,90,90,2012,7.65176,7.51137,14506,//cf.geekdo-images.com/images/pic1418335.jpg,8,Card Drafting* Set Collection* Tile Placement,17596,City Building* Economic,2.7762
"		79							",https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,14105,2,2,60,60,60,2006,7.7992,7.50601,6772,//cf.geekdo-images.com/images/pic132447.jpg,12,Campaign / Battle Card Driven* Dice Rolling* Hand Management* Hex-and-Counter* Modular Board,8703,Ancient* Wargame,2.6914
"		80							",https://boardgamegeek.com/boardgame/147020/star-realms,147020,2,2,20,20,20,2014,7.64359,7.49803,17913,//cf.geekdo-images.com/images/pic1903816.jpg,12,Card Drafting* Deck / Pool Building* Player Elimination* Take That,27317,Card Game* Fighting* Science Fiction,1.9736
"		81							",https://boardgamegeek.com/boardgame/91/paths-glory,91,2,2,480,480,480,1999,8.02488,7.49519,3569,//cf.geekdo-images.com/images/pic834645.jpg,14,Campaign / Battle Card Driven* Dice Rolling* Point to Point Movement,6545,Wargame* World War I,3.8032
"		82							",https://boardgamegeek.com/boardgame/17133/railways-world,17133,2,6,120,120,120,2005,7.70335,7.49322,9375,//cf.geekdo-images.com/images/pic445850.jpg,10,Action Point Allowance System* Auction/Bidding* Card Drafting* Pick-up and Deliver* Route/Network Building* Tile Placement,9742,Trains* Transportation* Video Game Theme,3.0293
"		84							",https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,14996,2,5,60,30,60,2005,7.59253,7.48161,34965,//cf.geekdo-images.com/images/pic66668.jpg,8,Card Drafting* Hand Management* Route/Network Building* Set Collection,44221,Trains* Travel,1.9657
"		83							",https://boardgamegeek.com/boardgame/21050/combat-commander-europe,21050,2,2,180,60,180,2006,7.92388,7.4815,4316,//cf.geekdo-images.com/images/pic992459.jpg,12,Campaign / Battle Card Driven* Hex-and-Counter* Simulation* Variable Phase Order,6233,Wargame* World War II,3.2048
"		86							",https://boardgamegeek.com/boardgame/175155/forbidden-stars,175155,2,4,180,120,180,2015,8.06972,7.48094,3623,//cf.geekdo-images.com/images/pic2471359.jpg,14,Area Control / Area Influence* Dice Rolling* Hand Management* Modular Board* Variable Player Powers,6894,Bluffing* Dice* Fighting* Miniatures* Science Fiction* Wargame,3.7362
"		85							",https://boardgamegeek.com/boardgame/43111/chaos-old-world,43111,3,4,120,60,120,2009,7.68355,7.48091,11101,//cf.geekdo-images.com/images/pic1318481.jpg,13,Action Point Allowance System* Area Control / Area Influence* Area Movement* Dice Rolling* Hand Management* Role Playing* Take That* Variable Player Powers,12008,Fantasy* Fighting* Horror* Mythology* Wargame,3.1685
"		88							",https://boardgamegeek.com/boardgame/27833/steam,27833,3,5,90,90,90,2009,7.68838,7.46324,7935,//cf.geekdo-images.com/images/pic392515.jpg,10,Auction/Bidding* Pick-up and Deliver* Route/Network Building* Tile Placement,8676,Economic* Trains* Transportation,3.4513
"		87							",https://boardgamegeek.com/boardgame/39463/cosmic-encounter,39463,3,5,120,60,120,2008,7.60787,7.4626,18550,//cf.geekdo-images.com/images/pic1521633.jpg,12,Hand Management* Partnerships* Take That* Variable Player Powers,22392,Bluffing* Negotiation* Science Fiction* Space Exploration,2.5513
"		89							",https://boardgamegeek.com/boardgame/148949/istanbul,148949,2,5,60,40,60,2014,7.63316,7.45881,11752,//cf.geekdo-images.com/images/pic1885326.jpg,10,Dice Rolling* Grid Movement* Modular Board* Pick-up and Deliver,15067,Arabian* Economic,2.6093
"		90							",https://boardgamegeek.com/boardgame/9216/goa,9216,2,4,90,90,90,2004,7.64724,7.45588,9574,//cf.geekdo-images.com/images/pic1215969.jpg,12,Auction/Bidding* Hand Management* Press Your Luck,9350,Economic* Farming* Nautical* Renaissance,3.3875
"		91							",https://boardgamegeek.com/boardgame/128621/viticulture,128621,2,6,90,90,90,2013,7.78215,7.44932,5844,//cf.geekdo-images.com/images/pic2619743.jpg,13,Hand Management* Worker Placement,6186,Economic* Farming,2.9328
"		92							",https://boardgamegeek.com/boardgame/148228/splendor,148228,2,4,30,30,30,2014,7.54802,7.44132,28551,//cf.geekdo-images.com/images/pic1904079.jpg,10,Card Drafting* Set Collection,38026,Card Game* Economic* Renaissance,1.8417
"		93							",https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,77423,1,2,60,60,60,2011,7.64776,7.44033,14655,//cf.geekdo-images.com/images/pic906495.jpg,13,Co-operative Play* Hand Management* Variable Player Powers,22586,Card Game* Collectible Components* Fantasy* Novel-based,3.1142
"		94							",https://boardgamegeek.com/boardgame/555/princes-florence,555,2,5,100,75,100,2000,7.59665,7.43829,13069,//cf.geekdo-images.com/images/pic1306997.jpg,12,Auction/Bidding* Tile Placement,13790,City Building* Renaissance,3.2526
"		95							",https://boardgamegeek.com/boardgame/4098/age-steam,4098,1,6,120,120,120,2002,7.70269,7.43804,6694,//cf.geekdo-images.com/images/pic429576.jpg,13,Auction/Bidding* Dice Rolling* Player Elimination* Route/Network Building* Tile Placement,6242,Economic* Trains* Transportation,3.9284
"		96							",https://boardgamegeek.com/boardgame/146886/la-granja,146886,1,4,120,90,120,2014,7.80953,7.43393,4676,//cf.geekdo-images.com/images/pic2031777.jpg,12,Area Control / Area Influence* Dice Rolling* Hand Management* Simultaneous Action Selection* Variable Player Powers* Worker Placement,6607,Economic* Farming,3.5791
"		98							",https://boardgamegeek.com/boardgame/43015/hansa-teutonica,43015,2,5,90,45,90,2009,7.64095,7.42829,8272,//cf.geekdo-images.com/images/pic839090.jpg,12,Action Point Allowance System* Area Control / Area Influence* Point to Point Movement* Route/Network Building,8166,Renaissance,3.1311
"		97							",https://boardgamegeek.com/boardgame/101721/mage-wars-arena,101721,2,2,90,90,90,2012,7.82695,7.42737,5927,//cf.geekdo-images.com/images/pic2386027.jpg,13,Dice Rolling* Grid Movement* Simultaneous Action Selection* Variable Player Powers,10272,Card Game* Fantasy* Fighting,3.6261
"		100							",https://boardgamegeek.com/boardgame/54043/jaipur,54043,2,2,30,30,30,2009,7.54349,7.41884,17795,//cf.geekdo-images.com/images/pic725500.jpg,12,Card Drafting* Hand Management* Set Collection,24341,Animals* Card Game,1.54
"		99							",https://boardgamegeek.com/boardgame/104006/village,104006,2,4,90,60,90,2011,7.56962,7.41873,13468,//cf.geekdo-images.com/images/pic2760568.jpg,12,Set Collection* Worker Placement,16505,Farming* Medieval,3.0721
"		101							",https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,31627,2,3,60,30,60,2007,7.66599,7.4175,7894,//cf.geekdo-images.com/images/pic369616.jpg,8,Card Drafting* Hand Management* Route/Network Building* Set Collection,11020,Trains* Transportation* Travel,1.9979
"		102							",https://boardgamegeek.com/boardgame/188/go,188,2,2,90,90,90,-2200,7.6744,7.41653,11417,//cf.geekdo-images.com/images/pic1728832.jpg,8,Area Enclosure,15185,Abstract Strategy,3.972
"		103							",https://boardgamegeek.com/boardgame/215/tichu,215,3,10,60,60,60,1991,7.6069,7.41466,10485,//cf.geekdo-images.com/images/pic169494.jpg,10,Betting/Wagering* Hand Management* Partnerships* Trick-taking,15267,Card Game,2.3511
"		104							",https://boardgamegeek.com/boardgame/154203/imperial-settlers,154203,1,4,90,45,90,2014,7.59249,7.40826,11802,//cf.geekdo-images.com/images/pic2871265.jpg,10,Card Drafting* Hand Management* Take That* Variable Player Powers,16164,Ancient* Card Game* City Building* Civilization,2.7517
"		105							",https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,176189,1,6,180,60,180,2015,7.98493,7.40792,4265,//cf.geekdo-images.com/images/pic2482309.jpg,10,Co-operative Play* Dice Rolling* Modular Board* Variable Player Powers,8753,Adventure* Fantasy* Fighting* Horror* Medieval* Miniatures* Zombies,2.6099
"		106							",https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game,129437,1,5,45,45,45,2012,7.63988,7.39547,12212,//cf.geekdo-images.com/images/pic1430769.jpg,14,Co-operative Play* Deck / Pool Building,18428,Card Game* Comic Book / Strip,2.472
"		107							",https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,234,2,2,200,40,200,1996,7.82589,7.39451,4283,//cf.geekdo-images.com/images/pic3477797.jpg,12,Area Control / Area Influence* Campaign / Battle Card Driven* Dice Rolling* Point to Point Movement* Simulation,6663,Ancient* Political* Wargame,3.4144
"		108							",https://boardgamegeek.com/boardgame/10630/memoir-44,10630,2,2,60,30,60,2004,7.53076,7.39227,19164,//cf.geekdo-images.com/images/pic43663.jpg,8,Area Control / Area Influence* Campaign / Battle Card Driven* Dice Rolling* Grid Movement* Hand Management* Modular Board* Simulation,23943,Wargame* World War II,2.276
"		109							",https://boardgamegeek.com/boardgame/9209/ticket-ride,9209,2,5,60,30,60,2004,7.48455,7.38922,47654,//cf.geekdo-images.com/images/pic38668.jpg,8,Hand Management* Route/Network Building* Set Collection,59007,Trains* Travel,1.8783
"		110							",https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,93260,2,4,30,30,30,2011,7.62353,7.385,8584,//cf.geekdo-images.com/images/pic923048.jpg,9,Dice Rolling* Grid Movement* Hand Management* Variable Player Powers,11308,Card Game* Fantasy* Fighting,2.5152
"		112							",https://boardgamegeek.com/boardgame/20551/shogun,20551,3,5,150,150,150,2006,7.58082,7.38406,10363,//cf.geekdo-images.com/images/pic145843.jpg,12,Action / Movement Programming* Area Control / Area Influence* Area Movement* Auction/Bidding* Simultaneous Action Selection* Variable Phase Order,10288,Economic* Medieval* Territory Building,3.3737
"		111							",https://boardgamegeek.com/boardgame/140620/lewis-clark,140620,1,5,120,120,120,2013,7.59493,7.383,8551,//cf.geekdo-images.com/images/pic1902092.jpg,14,Card Drafting* Deck / Pool Building* Hand Management* Point to Point Movement* Worker Placement,10816,American West* Racing,3.309
"		113							",https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,22545,2,5,120,90,120,2007,7.58808,7.37806,8830,//cf.geekdo-images.com/images/pic990261.jpg,10,Area Control / Area Influence* Set Collection* Worker Placement,7523,Civilization* Exploration* Renaissance* Video Game Theme,3.1295
"		114							",https://boardgamegeek.com/boardgame/24181/imperial,24181,2,6,180,120,180,2006,7.63387,7.37703,7170,//cf.geekdo-images.com/images/pic840712.jpg,13,Area Control / Area Influence* Area Movement* Stock Holding,6045,Economic* Fighting* Nautical* Political,3.5764
